name,group,groupStr,slope_delay,slope_probe
DMSS030,2,Old,-0.128904033273493,-0.207065576227233
DMSS031,2,Old,0.0844823481182807,0.0615926072208252
DMSS032,2,Old,-0.112684123677988,-0.00783323324919745
DMSS036,2,Old,-0.0251200613983687,0.0141462896872559
DMSS037,2,Old,-0.0111622568012551,0.0179477471247031
DMSS038,2,Old,0.0267829851752328,0.0438874125221046
DMSS039,2,Old,-0.0157159729339801,0.0429574014267778
DMSS040,2,Old,-0.0208936510360896,-0.058775002377017
DMSS041,2,Old,-0.0338684281783054,-0.00941156604765193
DMSS046,2,Old,-0.0258584126861119,0.162428581298413
DMSS050,2,Old,-0.0533240923845021,-0.0142144433794552
DMSS051,2,Old,-0.0514077508090914,-0.0517105781737198
DMSS052,2,Old,-0.0351725258668785,0.0739088798568225
DMSS053,2,Old,0.0594088341824463,0.064693150109222
DMSS054,2,Old,-0.0159404551216606,0.0274760034850457
DMSS055,2,Old,-0.181233609657654,-0.0952882963217713
DMSS056,2,Old,0.00273615510980455,0.0939421016226453
DMSS057,2,Old,-0.0560291100620974,-0.0169695245625852
DMSS058,2,Old,0.223968143755196,0.297594635596399
DMSS059,2,Old,-0.0496932792866021,-0.118847291031761
DMSS061,2,Old,-0.0615385155036185,-0.0185859843902122
dmss01,1,Young,-0.0388117877424626,0.0288810134369342
dmss02,1,Young,0.0732040745433502,0.0608969333394337
dmss03,1,Young,-0.0438432733078553,0.115176160001655
dmss06,1,Young,-0.0594080546233755,-0.0753645085870328
dmss07,1,Young,0.0103301941194134,-0.0330925680210019
dmss08,1,Young,-0.0165396292799673,-0.0141439788885972
dmss11,1,Young,-0.0667821790804428,0.0216767908383548
dmss13,1,Young,-0.0705571114636405,-0.118346316886338
dmss14,1,Young,-0.0505987002542019,0.0177274003414785
dmss15,1,Young,-0.0846762128072231,-0.128752221875488
dmss16,1,Young,0.0590344613377378,0.0767525940730606
dmss17,1,Young,-0.294478233601248,-0.162715907806312
dmss19,1,Young,-0.236902639749093,-0.357764718110413
dmss20,1,Young,-0.0783266852977886,-0.0585366630428279
dmss21,1,Young,-0.0174821359640713,0.0712648016709641
dmss22,1,Young,-0.115320231147773,-0.139113125137643
dmss25,1,Young,0.052704334094357,0.0957981633361529
dmss26,1,Young,-0.0195633000277691,-0.0709275816827323
dmss27,1,Young,-0.104956842371685,-0.142788783135511
dmss29,1,Young,0.0176296463307062,0.058121591864876
