name,group,groupStr,slope_delay,slope_probe
DMSS030,2,Old,-0.00552546578575474,-0.00523870135504974
DMSS031,2,Old,-0.0635809704938716,-0.0803482246794944
DMSS032,2,Old,-0.0282763260316911,-0.0561391829408536
DMSS036,2,Old,0.00435009423488344,0.0252276079742139
DMSS037,2,Old,-0.201362585540842,-0.23576335294088
DMSS038,2,Old,-0.14334407915971,-0.18310468346733
DMSS039,2,Old,0.041169088389471,0.0863157409155588
DMSS040,2,Old,-0.0617344633573711,-0.0393113481296377
DMSS041,2,Old,-0.00571799862294745,-0.0245090613257463
DMSS046,2,Old,0.0596550511141441,0.0316449703451905
DMSS050,2,Old,0.0372890920071987,-0.0149644347985555
DMSS051,2,Old,-0.0517047964734007,0.0370851637113055
DMSS052,2,Old,-0.0623920111618697,-0.0302048760880568
DMSS053,2,Old,-0.0373038858628524,-0.0730448143410504
DMSS054,2,Old,0.095339408357231,0.113089560217498
DMSS055,2,Old,-0.068329225232167,-0.0191847109969992
DMSS056,2,Old,0.0423775655479406,0.00767589986774548
DMSS057,2,Old,0.0422081424340997,0.0258766935540358
DMSS058,2,Old,-0.0678627267648364,-0.101023632561949
DMSS059,2,Old,-0.0398776032368326,-0.0646280720141747
DMSS061,2,Old,0.0871010165997533,0.102488470984292
dmss01,1,Young,0.0020785401869584,0.0438785270023817
dmss02,1,Young,0.142549428781615,0.0949926743506538
dmss03,1,Young,-0.0865414273118909,0.0285813575777563
dmss06,1,Young,0.0694731156213847,0.00778644284371376
dmss07,1,Young,-0.0831848043706696,-0.0632100959077548
dmss08,1,Young,0.173054213195318,0.0926068480456722
dmss11,1,Young,0.0356887593919371,0.0239598039716675
dmss13,1,Young,-0.0555912614262702,-0.203089421477801
dmss14,1,Young,0.040725445142683,0.0399676079055152
dmss15,1,Young,-0.0445243242247445,-0.0241655459664716
dmss16,1,Young,0.0220002747330831,-0.0112831507846069
dmss17,1,Young,-0.0362404798225396,0.0131195101072315
dmss19,1,Young,0.0281468685326664,0.00562963894858646
dmss20,1,Young,-0.0995613783610436,-0.0502523890317811
dmss21,1,Young,0.044721907115368,0.0972073802171313
dmss22,1,Young,-0.0123219224392703,-0.024128150118741
dmss25,1,Young,-0.00245781100314268,-0.00875330368895523
dmss26,1,Young,0.0518203807979358,0.00733885425674386
dmss27,1,Young,-0.0885267744056977,-0.130559724464254
dmss29,1,Young,-0.0134068246495756,-0.039249786254651
