name,group,groupStr,slope_delay,slope_probe
DMSS030,2,Old,-0.145718313251418,-0.143714251084918
DMSS031,2,Old,0.0189748101462811,-0.00524394829286087
DMSS032,2,Old,-0.106104577091089,-0.0888687412021067
DMSS036,2,Old,0.0349021217414989,0.0699342634855442
DMSS037,2,Old,-0.117605131385866,-0.109325933457739
DMSS038,2,Old,0.0493608676862481,0.0620689594728433
DMSS039,2,Old,0.0781025501807996,0.053254902345616
DMSS040,2,Old,0.0193739555140281,0.0486251999211061
DMSS041,2,Old,0.0952592306612097,0.122501613296069
DMSS046,2,Old,-0.0130183327373158,0.0847288989964765
DMSS050,2,Old,-0.0110964357554053,-0.031360737780395
DMSS051,2,Old,-0.00101830110488394,0.0692195232157674
DMSS052,2,Old,0.0141576800132057,0.0401108055333457
DMSS053,2,Old,-0.176026396958645,-0.175295463791511
DMSS054,2,Old,-0.00521365041656858,0.0115880520497614
DMSS055,2,Old,0.0151110050624094,0.0149694972567724
DMSS056,2,Old,-0.0717801595906414,-0.00569263579805241
DMSS057,2,Old,-0.0672447919582111,-0.11247733927584
DMSS058,2,Old,-0.0668434833442811,-0.0657719080170915
DMSS059,2,Old,-0.066663696160153,-0.0298196675822529
DMSS061,2,Old,0.0267091113683138,0.0335220524859211
dmss01,1,Young,-0.0246611128023599,-0.0199446326025696
dmss02,1,Young,0.0873452144873749,0.119425541545354
dmss03,1,Young,-0.0362618107197929,0.00607196680596983
dmss06,1,Young,0.0375726520317994,-0.00161518119710612
dmss07,1,Young,-0.107908144234563,-0.0942953794009539
dmss08,1,Young,0.0731183596665248,0.0100149963807637
dmss11,1,Young,0.0522537616761554,0.0297899198539814
dmss13,1,Young,-0.0432220063480672,-0.173882629471908
dmss14,1,Young,-0.0522533134449202,-0.0226127183716058
dmss15,1,Young,-0.0479726186468383,-0.123042238581349
dmss16,1,Young,0.0889462023805673,0.00731279303500792
dmss17,1,Young,-0.100966984685765,-0.0802634572596989
dmss19,1,Young,-0.177610765496225,-0.15951667786485
dmss20,1,Young,0.0426662291232085,0.110891400138733
dmss21,1,Young,-0.0503454004400981,-0.0615547100418615
dmss22,1,Young,-0.0187810982320504,-0.0293483123581455
dmss25,1,Young,0.0385248321635942,0.0163986896661983
dmss26,1,Young,0.0941147481984535,0.0928037322943989
dmss27,1,Young,0.00830145010414677,-0.0208537540560261
dmss29,1,Young,-0.0114046842490101,0.00564126779296147
