name,group,groupStr,slope_delay,slope_probe
DMSS030,2,Old,-0.132868231221589,-0.232218469009251
DMSS031,2,Old,0.06705914077464,0.0624164837452582
DMSS032,2,Old,-0.0759770205695073,0.0270394161040753
DMSS036,2,Old,-0.0011342386198015,0.0420578868249423
DMSS037,2,Old,-0.0147720751306135,0.00860980589417379
DMSS038,2,Old,-0.0104864266815418,-0.000486448891766657
DMSS039,2,Old,-0.0428783096469024,0.0333653467995279
DMSS040,2,Old,-0.0248874988634012,-0.0690409595375067
DMSS041,2,Old,0.0154428596762437,0.0538288370582025
DMSS046,2,Old,-0.0151241996177315,0.178725672798083
DMSS050,2,Old,-0.059748182342613,-0.00629812292874492
DMSS051,2,Old,-0.0558843149752658,-0.0503264795889575
DMSS052,2,Old,-0.0315406486638944,0.0785016651065419
DMSS053,2,Old,0.10463357529682,0.0679273562277775
DMSS054,2,Old,-0.0393499687610739,0.0244456356478254
DMSS055,2,Old,-0.216838230271364,-0.112716040904612
DMSS056,2,Old,0.0329753524516211,0.112410441669834
DMSS057,2,Old,-0.0748593350433397,-0.0342092300488926
DMSS058,2,Old,0.28514056494853,0.39421379311867
DMSS059,2,Old,-0.00321482697589011,-0.0567182307275193
DMSS061,2,Old,-0.083820917120001,-0.0341487695991477
dmss01,1,Young,-0.0281288747881065,0.0344609884437263
dmss02,1,Young,0.094960081875707,0.0911879334878131
dmss03,1,Young,-0.0374404034128777,0.122366680608867
dmss06,1,Young,-0.0791081997516954,-0.0673913635942121
dmss07,1,Young,0.045803064998153,-0.0163808981655249
dmss08,1,Young,-0.0279585307100218,-0.0316061862043147
dmss11,1,Young,-0.012662151573576,0.105572857491015
dmss13,1,Young,-0.0334819675084517,-0.102801232243301
dmss14,1,Young,-0.0516901958163975,0.014041198851521
dmss15,1,Young,-0.119245290888654,-0.138889581241272
dmss16,1,Young,0.0542687054594816,0.0844643325669441
dmss17,1,Young,-0.318989091905569,-0.201185161530785
dmss19,1,Young,-0.359733284708607,-0.520321283228903
dmss20,1,Young,-0.0657206258357638,-0.0433771005914929
dmss21,1,Young,-0.0301355405142409,0.0719578822043355
dmss22,1,Young,-0.128295394834299,-0.143336451077746
dmss25,1,Young,0.0215534342468663,0.0548559104791046
dmss26,1,Young,-0.0257795893977395,-0.0898679047957222
dmss27,1,Young,-0.107722519392245,-0.15433143893263
dmss29,1,Young,0.0119022279624884,0.0255897527445437
