name,group,groupStr,slope_delay,slope_probe
DMSS030,2,Old,-0.00330569170164757,-0.0512362038693248
DMSS031,2,Old,0.0571001816939777,0.143334623658152
DMSS032,2,Old,0.052027768518215,0.123110751413442
DMSS036,2,Old,0.198396680587799,0.364475987223718
DMSS037,2,Old,-0.0684406572334773,-0.160655201364961
DMSS038,2,Old,0.0173962990765514,0.03809365046364
DMSS039,2,Old,0.0289045407038389,0.0733272417492759
DMSS040,2,Old,0.00935566405676282,-0.0177738800505772
DMSS041,2,Old,-0.0888511303955514,0.0315755741105763
DMSS046,2,Old,-0.0450396372493469,-0.131530692206201
DMSS050,2,Old,-0.139486351751723,-0.126464205125732
DMSS051,2,Old,-0.15260754290557,-0.0359401966772812
DMSS052,2,Old,-0.0395665600876675,-0.0603231272344441
DMSS053,2,Old,0.0545976735275468,-0.105005578161367
DMSS054,2,Old,0.0589952045355783,0.037354250397709
DMSS055,2,Old,-0.130910456235491,-0.0440580372879449
DMSS056,2,Old,-0.159243832116806,-0.213328400965565
DMSS057,2,Old,-0.17219318508883,-0.144073496150203
DMSS058,2,Old,0.040312112515725,0.012359897851875
DMSS059,2,Old,-0.104690771953382,-0.0542829965124664
DMSS061,2,Old,-0.0115310327067116,0.0534821780867567
dmss01,1,Young,-0.0572620638667873,0.0796398670388985
dmss02,1,Young,0.105946461244667,0.0676087799989479
dmss03,1,Young,-0.0357136812433672,-0.0552469122103819
dmss06,1,Young,0.00262493491559564,0.064293387333441
dmss07,1,Young,0.0297982434117299,0.00813920757247608
dmss08,1,Young,0.184324871498311,0.212565030379036
dmss11,1,Young,-0.103720492630392,0.00183276547384591
dmss13,1,Young,-0.0542736051170663,-0.0638332101621358
dmss14,1,Young,-0.0556120553316297,0.12893283809907
dmss15,1,Young,-0.210063031808509,-0.237920551434172
dmss16,1,Young,-0.0526670859111493,-0.145790581548403
dmss17,1,Young,-0.152901427596594,-0.0292633080814893
dmss19,1,Young,-0.356668201888251,-0.45891829973518
dmss20,1,Young,0.0320298069393041,0.034269573338874
dmss21,1,Young,0.020574386391679,0.0447660844244256
dmss22,1,Young,0.0555276989824722,0.0130251453870576
dmss25,1,Young,0.0509701288972844,0.0302160450621019
dmss26,1,Young,0.066717549413141,0.0548740426925288
dmss27,1,Young,-0.00452879818680759,-0.0235307790621603
dmss29,1,Young,0.0673408508476752,-0.0380477352345068
