name,group,groupStr,slope_delay,slope_probe
DMSS030,2,Old,-0.164734419016069,-0.225927787038419
DMSS031,2,Old,0.0622186939405118,0.0432816668604992
DMSS032,2,Old,-0.130878337886229,-0.0366939364185371
DMSS036,2,Old,0.0124431325043773,0.0433997621929924
DMSS037,2,Old,-0.0180933860203395,0.00720642159629325
DMSS038,2,Old,0.0453137314489047,0.0542998316109071
DMSS039,2,Old,-0.0250286393846386,0.00738841157846707
DMSS040,2,Old,0.00242424390918401,-0.0380284565738982
DMSS041,2,Old,-0.0471972402305264,-0.0153088244604452
DMSS046,2,Old,-0.0134505789625126,0.178173573736417
DMSS050,2,Old,-0.0424333314683671,-0.0124803503160814
DMSS051,2,Old,-0.0828054990442744,-0.0509133766004541
DMSS052,2,Old,-0.0299380431979237,0.064627360785959
DMSS053,2,Old,0.0613452702596692,0.0941833286410387
DMSS054,2,Old,-0.0108895369494759,0.0341048794569928
DMSS055,2,Old,-0.160177892189086,-0.0931226811980623
DMSS056,2,Old,0.00368345147302482,0.0869811119874046
DMSS057,2,Old,-0.0428034797780949,-0.0220727956864804
DMSS058,2,Old,0.202625731344365,0.26848408381145
DMSS059,2,Old,-0.0448201246555571,-0.0877770545858084
DMSS061,2,Old,-0.0496332625864995,-0.00461228776860204
dmss01,1,Young,-0.043992039927,0.037028403234242
dmss02,1,Young,0.0636812421648012,0.063309846360975
dmss03,1,Young,-0.0376080711767433,0.120092992297095
dmss06,1,Young,-0.0442122647470417,-0.0652383349354788
dmss07,1,Young,0.00198204831963836,-0.0195565086236286
dmss08,1,Young,-0.0207957801967906,-0.0186840572989749
dmss11,1,Young,-0.134310439042643,-0.0342934333053792
dmss13,1,Young,-0.0811064620475297,-0.121881236962061
dmss14,1,Young,-0.0313894832687519,0.025470497276858
dmss15,1,Young,-0.0659566987258942,-0.101550434314569
dmss16,1,Young,0.0630330853262657,0.0848935285800335
dmss17,1,Young,-0.275264869170526,-0.171261811234508
dmss19,1,Young,-0.190943131378906,-0.301457619733831
dmss20,1,Young,-0.0787224627942351,-0.054799870461984
dmss21,1,Young,-0.0319130190341696,0.0619169185551127
dmss22,1,Young,-0.165221068502094,-0.16791231760702
dmss25,1,Young,0.0233952945700282,0.0587381650526792
dmss26,1,Young,-0.0457161302799436,-0.0928195851158963
dmss27,1,Young,-0.0949081103736948,-0.133189856586887
dmss29,1,Young,0.0111053308252994,0.0602237582960784
